"","utilisateur","intermediarite","communaute","degre.entrant","degre.sortant","degre","degre.entrant.pondere","degre.sortant.pondere","degre.pondere","excentricite","proximite","proximite.harmonique","PageRank","vecteur.propre","agglomeration","texte","lol","categorie","langue.avant","langue.apres","langue.moi","langue.auto","plus.d.une.occurrence","source","tweets","abonnements","abonnes","pays","province","ville","fuseau.horaire","codeur"
"371","John'Dunae_Craig","1.231937e-08"," 302"," 3","  9"," 12","  8","  37","  45"," 2","0.7222222","0.8076923","6.772940e-05","0.0041360277","1.222222e-01","@frofitha08 @lisififita IKR! mei rise ae profits e kau retailers lmaaao! ""Can I get the sexiest piece of clothing you sell""_Ùªã_ÙÔÛ_Ù÷â_Ù÷â_Ù÷â_Ù÷â_ÙÓÇ","lmaaao","adjoint","anglais","anglais","anglais-polynesien","anglais","non","iPhone, Twitter","  5481","   51","   65","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"372","John'Dunae_Craig","1.231937e-08"," 302"," 3","  9"," 12","  8","  37","  45"," 2","0.7222222","0.8076923","6.772940e-05","0.0041360277","1.222222e-01","@HeatherHolmes97 South knows all the brothers &amp; can't casssssh this attitude lmaaaaao weh🙄😂😂","lmaaaaao","adjoint","anglais","polynesien","anglais-polynesien","anglais","non","iPhone, Twitter","  5609","   53","   67","Nouvelle-Zelande","indefini","indefini","indefini","Josh"
"373","John'Dunae_Craig","1.231937e-08"," 302"," 3","  9"," 12","  8","  37","  45"," 2","0.7222222","0.8076923","6.772940e-05","0.0041360277","1.222222e-01","@Anasolf_ IKR!!😆😆😆 My ""Beyness"" is predicting a girl &amp; a boy lmaaaao","lmaaaao","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","  5665","   55","   68","Nouvelle-Zelande","indefini","indefini","indefini","Josh"
"374","John'Dunae_Craig","1.231937e-08"," 302"," 3","  9"," 12","  8","  37","  45"," 2","0.7222222","0.8076923","6.772940e-05","0.0041360277","1.222222e-01","@lisififita the nerve of them hahaha io y'all get each other's dads and fight them lmaaao","lmaaao","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","  5574","   53","   67","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"375","Angela_Deleon","0.000000e+00","6817"," 0"," 42"," 42","  0","  78","  78"," 1","1.0000000","1.0000000","1.498933e-03","0.0000000000","0.000000e+00","@judes_dickey @timheidecker Lol @ the last image.","Lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  4256","  200"," 3758","Canada","Nouveau-Brunswick","Eel River Crossing","-4","Shari"
"376","Michael_Stevenson","1.109383e-03"," 302"," 4"," 44"," 48"," 14","  94"," 108","11","0.2478719","0.2726753","5.783810e-05","0.0720162167","5.151515e-02","@LostArcNZ I looked at his twitter. He's anti Donald and pro Bernie. He's a Latino voter. I think he misunderstood your tweet for pro DT lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter"," 16692","  541","  369","Nouvelle-Zelande","indefini","indefini","13","Shari"
"377","Alyssa_Cates","0.000000e+00"," 572"," 0"," 20"," 20","  0","  55","  55"," 1","1.0000000","1.0000000","2.516914e-04","0.0000000000","0.000000e+00","@TheVourneLegacy How is what Phoenix posted ""white music?"" Are you triggered? Lmao","Lmao","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1635","  247","  157","Nouvelle-Zelande","indefini","indefini","indefini","Shari"
"378","Ameena_al-Ishak","2.307107e-04"," 302"," 2"," 24"," 26","  4","  42","  46","13","0.1810485","0.1935101","5.670708e-05","0.0047888417","7.246377e-03","@Amy_Cross same as it was 2016 just weather confused lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter"," 22186"," 2232","  623","Nouvelle-Zelande","indefini","indefini","13","Shari"
"379","Ameena_al-Ishak","2.307107e-04"," 302"," 2"," 24"," 26","  4","  42","  46","13","0.1810485","0.1935101","5.670708e-05","0.0047888417","7.246377e-03","@Amy_Cross watching Trumps press conference atm ‰÷¼ will trying to fall asleep on his denials lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter"," 22178"," 2230","  623","Nouvelle-Zelande","indefini","indefini","13","Shari"
"380","Marialaina_Howells","1.430590e-04","1032"," 1"," 23"," 24","  1","  26","  27"," 7","0.3111311","0.3396680","4.043931e-05","0.0026080352","3.952569e-03","@funfunnfun And I had to read that to the tune of the song for some reason! lol #earworm","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter"," 14323"," 1499"," 1438","Canada","Ile-du-Prince-Edouard","indefini","-4","Shari"
"381","Marialaina_Howells","1.430590e-04","1032"," 1"," 23"," 24","  1","  26","  27"," 7","0.3111311","0.3396680","4.043931e-05","0.0026080352","3.952569e-03","@joelplaskett Go Sports! #superbowel lol","lol","adjoint","anglais","indefini","anglais","anglais","non","BlackBerry, Twitter"," 14340"," 1506"," 1442","Canada","Ile-du-Prince-Edouard","indefini","-4","Shari"
"382","Marialaina_Howells","1.430590e-04","1032"," 1"," 23"," 24","  1","  26","  27"," 7","0.3111311","0.3396680","4.043931e-05","0.0026080352","3.952569e-03","@_cashflowguys :) I'll assume that's a rhetorical question... lol","lol","adjoint","anglais","indefini","anglais","anglais","non","BlackBerry, Twitter"," 14073"," 1491"," 1423","Canada","Ile-du-Prince-Edouard","indefini","-4","Shari"
"383","Charisma_Drake","0.000000e+00","1917"," 1"," 11"," 12","  1","  17","  18"," 2","0.9166667","0.9545455","1.820499e-04","0.0039365693","9.090909e-02","@sophiejatkinson @Oceana_xo  lol and u guys talk on ur twitter about ""BellLetsTalk""","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  6249","  181","  422","Canada","Nouvelle-Ecosse","Yarmouth","-4","Shari"
"384","Jessica_Kukuchka","3.430141e-04","1032"," 1"," 98"," 99","  4"," 212"," 216"," 1","1.0000000","1.0000000","3.909019e-05","0.0011268805","1.020408e-02","@lafondles @boypage @RedIndianGirl @NativeApprops You're so upset that twitter is reading your comments as Italian. LOL!","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  5830"," 1133"," 1153","Canada","Nouvelle-Ecosse","Antigonish","-4","Shari"
"385","Jessica_Kukuchka","3.430141e-04","1032"," 1"," 98"," 99","  4"," 212"," 216"," 1","1.0000000","1.0000000","3.909019e-05","0.0011268805","1.020408e-02","@RedIndianGirl Complete with a pic of  her 'dancing around a fire' with a Cherokee Chief. I kid you not! LMAO!","LMAO","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  5815"," 1131"," 1151","Canada","Nouvelle-Ecosse","Antigonish","-4","Shari"
"386","Jessica_Kukuchka","3.430141e-04","1032"," 1"," 98"," 99","  4"," 212"," 216"," 1","1.0000000","1.0000000","3.909019e-05","0.0011268805","1.020408e-02","@TSanipass @greatbigphee @EileenPaul40 @eonsmom1981 @Mikmaq_Michelle @IvanKnockwood @KissyGoogoo Twitter says yer speakin' Estonian. LOL!","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  6210"," 1186"," 1192","Canada","Nouvelle-Ecosse","Antigonish","-4","Shari"
"387","Jessica_Kukuchka","3.430141e-04","1032"," 1"," 98"," 99","  4"," 212"," 216"," 1","1.0000000","1.0000000","3.909019e-05","0.0011268805","1.020408e-02","@apihtawikosisan With a heart made of ice. LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  5341"," 1089"," 1030","Canada","Nouvelle-Ecosse","Antigonish","-4","Shari"
"388","Jessica_Kukuchka","3.430141e-04","1032"," 1"," 98"," 99","  4"," 212"," 216"," 1","1.0000000","1.0000000","3.909019e-05","0.0011268805","1.020408e-02","@hulk_boyden Fine gray print says ""Translate from Portuguese"". LMAO!","LMAO","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  5229"," 1088"," 1021","Canada","Nouvelle-Ecosse","Antigonish","-4","Shari"
"389","Jessica_Kukuchka","3.430141e-04","1032"," 1"," 98"," 99","  4"," 212"," 216"," 1","1.0000000","1.0000000","3.909019e-05","0.0011268805","1.020408e-02","@baibeegurlz Don't make me shy! LOL...Welal'in for your kind and generous words.","LOL","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  5258"," 1089"," 1026","Canada","Nouvelle-Ecosse","Antigonish","-4","Shari"
"390","Jessica_Kukuchka","3.430141e-04","1032"," 1"," 98"," 99","  4"," 212"," 216"," 1","1.0000000","1.0000000","3.909019e-05","0.0011268805","1.020408e-02","@BatLabels @HanaShafi OOps...they nearly push that styrofoam wall over. LOL.","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  5437"," 1096"," 1042","Canada","Nouvelle-Ecosse","Antigonish","-4","Shari"
"391","Katherine_Baeckel","1.414571e-04","1032"," 0"," 22"," 22","  0","  27","  27"," 2","0.9583333","0.9782609","3.846327e-05","0.0000000000","2.164502e-03","@PeterSpurwayHfx lol! Yes indeed! Good times Peter.","lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter","  8678"," 3903"," 3634","Canada","Nouvelle-Ecosse","Halifax","indefini","Shari"
"392","Jacob_Le","7.774720e-05"," 572"," 2"," 19"," 21","  3","  32","  35"," 2","0.9130435","0.9523810","4.365441e-04","0.0235580171","2.631579e-03","@MarkBarberio i feel bad for ya lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  3051","  666","  136","Canada","Nouveau-Brunswick","Fredericton","-2","Shari"
"393","Jacob_Le","7.774720e-05"," 572"," 2"," 19"," 21","  3","  32","  35"," 2","0.9130435","0.9523810","4.365441e-04","0.0235580171","2.631579e-03","@hiko c9????? lol","lol","adjoint","indefini","indefini","indefini","creole haitien","non","Web, Twitter","  3065","  669","  136","Canada","Nouveau-Brunswick","Fredericton","-2","Shari"
"394","Jacob_Le","7.774720e-05"," 572"," 2"," 19"," 21","  3","  32","  35"," 2","0.9130435","0.9523810","4.365441e-04","0.0235580171","2.631579e-03","@amandaajadee_ no problem.  hopefully Bieber gets laid out lol!","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  3035","  665","  135","Canada","Nouveau-Brunswick","Fredericton","-2","Shari"
"395","Clinton_Frost","0.000000e+00"," 302"," 0","  7","  7","  0","  18","  18"," 3","0.5071770","0.5267296","5.057377e-05","0.0000000000","2.380952e-02","@ianapperley @ScoopNZ oh yes i can lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  2939","  194","   89","Nouvelle-Zelande","indefini","indefini","13","Shari"
"396","Clinton_Frost","0.000000e+00"," 302"," 0","  7","  7","  0","  18","  18"," 3","0.5071770","0.5267296","5.057377e-05","0.0000000000","2.380952e-02","@lyallbaynz only coz you have floaters Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  2949","  195","   87","Nouvelle-Zelande","indefini","indefini","13","Shari"
"397","Joash_Nash","0.000000e+00","1032"," 0"," 25"," 25","  0"," 141"," 141"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@AliceTeller Didn't say she was smart. Obviously dumb as a rock. Also lonely, bitter, &amp; miserable. Military? Lol.","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1637","  287","   82","Canada","Nouvelle-Ecosse","Halifax","indefini","Josh"
"398","Joash_Nash","0.000000e+00","1032"," 0"," 25"," 25","  0"," 141"," 141"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@AliceTeller Didn't say she was smart. Obviously dumb as a rock. Also lonely, bitter, &amp; miserable. Military? Lol.","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1637","  287","   82","Canada","Nouvelle-Ecosse","Halifax","indefini","Shari"
"399","Joash_Nash","0.000000e+00","1032"," 0"," 25"," 25","  0"," 141"," 141"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@AliceTeller Yea that Council of the Elders of Zion are real strategic geniuses. Lol.","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1637","  287","   82","Canada","Nouvelle-Ecosse","Halifax","indefini","Shari"
"400","Joash_Nash","0.000000e+00","1032"," 0"," 25"," 25","  0"," 141"," 141"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@AliceTeller I think Trump is on quite a tear making many people sad lol.","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1568","  284","   74","Canada","Nouvelle-Ecosse","Halifax","indefini","Shari"
"401","Joash_Nash","0.000000e+00","1032"," 0"," 25"," 25","  0"," 141"," 141"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@wrathofgnon That's for damn sure lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1658","  288","   79","Canada","Nouvelle-Ecosse","Halifax","indefini","Shari"
"402","Joash_Nash","0.000000e+00","1032"," 0"," 25"," 25","  0"," 141"," 141"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@AliceTeller Quite a cast of characters we're seeing on TV news right now lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","  1593","  286","   75","Canada","Nouvelle-Ecosse","Halifax","indefini","Shari"
"403","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@GuyInGreenWWE @VivaDelRio @RealPaigeWWE so is Alberto using Paige to attract business...he should use his wife..LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2942","  515","  122","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"404","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@xsmashx88x easy...don""t move..LOL..it is too much a pain with switching utilities etc","LOL","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  2731","  503","  117","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"405","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@xsmashx88x showing for xbox 360 and ps3 so definitely not new stock LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2720","  503","  116","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"406","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@xsmashx88x she definitely looks content and what a beautiful daughter you have..must be from the wife's side..LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2976","  514","  122","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"407","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@xsmashx88x is the little one getting to you LOL...","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2834","  502","  119","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"408","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@HabsHappy @Habs360 @CP0031 danault but shaw ruined that..LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2786","  502","  118","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"409","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@xsmashx88x I hear ya..need to make the place look lived in..LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  3016","  514","  120","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"410","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@B1810Chris I take it the pubs are in the way of reaching your goal..LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2798","  502","  118","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"411","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@xsmashx88x when did that stop you:-)  LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  3289","  515","  121","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"412","Tawfeeq_al-Abdo","9.933388e-04","1032"," 0","121","121","  0"," 504"," 504"," 5","0.5518987","0.7355505","3.846327e-05","0.0000000000","6.887053e-05","@Frank_Mag Fake News...u r Trumping the size :-)  LOL","LOL","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2994","  514","  124","Canada","Nouvelle-Ecosse","Halifax","-4","Shari"
"413","Bailey_Brown","5.358927e-08","1917"," 2","  6","  8","  2","  28","  30"," 3","0.4322581","0.4776119","2.023111e-04","0.0168035832","3.333334e-02","@kendrapaul_ @TypicalSasaki OMFG LMAO YASSS","LMAO","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  6093","  456","  136","Canada","Nouvelle-Ecosse","indefini","indefini","Shari"
"414","Bailey_Brown","5.358927e-08","1917"," 2","  6","  8","  2","  28","  30"," 3","0.4322581","0.4776119","2.023111e-04","0.0168035832","3.333334e-02","@SuperDuperBradd lel","lel","adjoint","indefini","indefini","indefini","indefini","non","Android, Twitter","  6247","  460","  128","Canada","Nouvelle-Ecosse","indefini","indefini","Shari"
"415","Asmar_al-Laham","0.000000e+00"," 302"," 1","  9"," 10","  1","  24","  25"," 1","1.0000000","1.0000000","5.243069e-05","0.0012210346","1.111111e-01","@ham_SAM_which it's already a thing. ""private twitter"" lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","  3777","  316","  362","indefini","indefini","indefini","-5","Shari"
"416","Sylvia_Roberts","1.005203e-03"," 302"," 4"," 19"," 23","  7","  67","  74","12","0.2265311","0.2460275","5.331218e-05","0.1136000850","9.941521e-02","@JessforBrains Oh awkward Voldemort lol.","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2461","  156","   79","Nouvelle-Zelande","indefini","indefini","13","Shari"
"417","Sylvia_Roberts","1.005203e-03"," 302"," 4"," 19"," 23","  7","  67","  74","12","0.2265311","0.2460275","5.331218e-05","0.1136000850","9.941521e-02","@JessforBrains Ummm O.o lol!","lol","adjoint","anglais","indefini","anglais","portugais","non","Web, Twitter","  2473","  157","   79","Nouvelle-Zelande","indefini","indefini","13","Shari"
"418","Sylvia_Roberts","1.005203e-03"," 302"," 4"," 19"," 23","  7","  67","  74","12","0.2265311","0.2460275","5.331218e-05","0.1136000850","9.941521e-02","@Furwreckingball Oh true, I might be interested then :) seeing my midwife tomorrow morning yay lol.","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","  2554","  164","   78","Nouvelle-Zelande","indefini","indefini","13","Shari"
"419","Sylvia_Roberts","1.005203e-03"," 302"," 4"," 19"," 23","  7","  67","  74","12","0.2265311","0.2460275","5.331218e-05","0.1136000850","9.941521e-02","@Furwreckingball Sure, if I ever get around to contacting anyone lol. So bloody busy.","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","  2554","  164","   78","Nouvelle-Zelande","indefini","indefini","13","Shari"
"420","Lillian_Ingham","7.803465e-05","1032"," 1","  7","  8","  2","  29","  31"," 2","0.6400000","0.7187500","4.113585e-05","0.0011268805","2.380952e-02","@Saimmaq @Foley37 omg!!! Enough!! You should have left it on a high note. Now it's just embarrassing lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","  5644"," 1170"," 1164","Canada","Nouveau-Brunswick","Saint-Jean","-4","Shari"
"421","Lillian_Ingham","7.803465e-05","1032"," 1","  7","  8","  2","  29","  31"," 2","0.6400000","0.7187500","4.113585e-05","0.0011268805","2.380952e-02","@Saimmaq missed? I have no idea what the heck that means! Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","  5633"," 1169"," 1159","Canada","Nouveau-Brunswick","Saint-Jean","-4","Shari"
"422","Paris_Lacy","2.589104e-04","1917"," 2"," 10"," 12","  4","  14","  18","14","0.1543125","0.1799543","2.515760e-04","0.0146118489","5.555556e-02","@michaellaobrien I didn't the first time at all but the second time I got them like a mother fucker. So there is hope for you girl lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPhone, Twitter","  4469","  826","  343","Canada","Nouvelle-Ecosse","indefini","indefini","Shari"
"423","Muslim_el-Murad","0.000000e+00"," 302"," 0"," 31"," 31","  0","  95","  95"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@nymphatix lmfao You with 'muh whitesuhpremaci' buzzwords and history denial are calling Me reggressive, lol oh the irony #RealityImpaired","lol","adjoint","anglais","anglais","anglais","anglais","oui","Web, Twitter","   825","  263","  182","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"424","Muslim_el-Murad","0.000000e+00"," 302"," 0"," 31"," 31","  0","  95","  95"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@nymphatix lmfao You with 'muh whitesuhpremaci' buzzwords and history denial are calling Me reggressive, lol oh the irony #RealityImpaired","lmfao","adjoint","indefini","anglais","anglais","anglais","oui","Web, Twitter","   825","  263","  182","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"425","Muslim_el-Murad","0.000000e+00"," 302"," 0"," 31"," 31","  0","  95","  95"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@arovmorin @jordanbpeterson ...so you cant, lol .pathetic. as i predicted ,all talk, no argument, i believe what is demonstrable,keepfailing","lol","adjoint","anglais","anglais","anglais","anglais","non","Web, Twitter","   864","  267","  188","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"426","Muslim_el-Murad","0.000000e+00"," 302"," 0"," 31"," 31","  0","  95","  95"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@DarknLurvely @letroisieme3 LOL,what a dumbass, you race baiting leftist really are as stupid as you sound arent you, aww thanks for the lol","lol","adjoint","anglais","indefini","anglais","anglais","non","Web, Twitter","   771","  260","  180","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"427","Muslim_el-Murad","0.000000e+00"," 302"," 0"," 31"," 31","  0","  95","  95"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@sapphire_eyes15 @JCSloan13 @edelman_barbara @billmaher @SamHarrisOrg lol, citation please, FYI if you dont like your country, wy not move?","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","   911","  278","  194","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"428","Muslim_el-Murad","0.000000e+00"," 302"," 0"," 31"," 31","  0","  95","  95"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@IHWCo LOL , go to bed Mr Cohen.. _Ù÷Ü","LOL","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","   802","  260","  182","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"429","Muslim_el-Murad","0.000000e+00"," 302"," 0"," 31"," 31","  0","  95","  95"," 1","1.0000000","1.0000000","5.057377e-05","0.0000000000","0.000000e+00","@nymphatix lol 'ill be back when your...' the weak argument escapes before its fragility is revealed.. your hypocrisy is staggering..","lol","adjoint","indefini","anglais","anglais","anglais","non","Web, Twitter","   825","  263","  182","Nouvelle-Zelande","indefini","indefini","-8","Shari"
"430","Richard_Vo","0.000000e+00","1032"," 0","  5","  5","  0","  12","  12"," 1","1.0000000","1.0000000","3.846327e-05","0.0000000000","0.000000e+00","@MaajidNawaz U've avoided discussing #ShaiMosat &amp; the #IsraelLobby scandal on ur @LBC show.And now U push this ""Antisemitism"" bullshit? Lol","Lol","adjoint","anglais","indefini","anglais","anglais","non","Android, Twitter","    17","   45","    0","indefini","indefini","indefini","-8","Josh"
"431","Cynphina_Ho","0.000000e+00","1917"," 0","  4","  4","  0","   5","   5"," 1","1.0000000","1.0000000","1.729474e-04","0.0000000000","0.000000e+00","@jamiemclennan29 my first guess would be the leafs lol:), second ottawa","lol","adjoint","anglais","anglais","anglais","anglais","non","Android, Twitter","  2426","  326","  201","Canada","Nouveau-Brunswick","Fredericton","-3","Shari"
"432","Atif_Qadri","3.695812e-09","1917"," 1","  9"," 10","  2","  20","  22"," 2","0.9090909","0.9500000","1.888883e-04","0.0068074419","2.777778e-02","@Coreynicholas22 Lmao_Ù÷â","Lmao","adjoint","indefini","indefini","indefini","creole haitien","non","iPhone, Twitter"," 24933","  275"," 5174","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"433","Atif_Qadri","3.695812e-09","1917"," 1","  9"," 10","  2","  20","  22"," 2","0.9090909","0.9500000","1.888883e-04","0.0068074419","2.777778e-02","@tyrvjoy @atirafranciss @wiprose Lol what are me and Tania.","Lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter"," 24894","  274"," 5183","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"434","Atif_Qadri","3.695812e-09","1917"," 1","  9"," 10","  2","  20","  22"," 2","0.9090909","0.9500000","1.888883e-04","0.0068074419","2.777778e-02","@CaseyLewey Lol awe friggin Dexter","Lol","adjoint","indefini","anglais","anglais","anglais","non","iPhone, Twitter"," 24901","  276"," 5184","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"435","Atif_Qadri","3.695812e-09","1917"," 1","  9"," 10","  2","  20","  22"," 2","0.9090909","0.9500000","1.888883e-04","0.0068074419","2.777778e-02","@angelfs1047 Lol","Lol","adjoint","indefini","indefini","indefini","indefini","non","iPhone, Twitter"," 24916","  275"," 5175","Canada","Nouveau-Brunswick","indefini","-4","Shari"
"436","Chad_Green","8.732691e-05","1097"," 4","  9"," 13","  5","  16","  21"," 3","0.7500000","0.8611111","1.584916e-03","0.0700720242","1.515152e-02","@SEEimage No ice on my windows lol ... oooh, but the neighbors car is all iced up lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPad, Twitter","  4528","  211","  203","Canada","Nouveau-Brunswick","Dieppe","-5","Shari"
"437","Chad_Green","8.732691e-05","1097"," 4","  9"," 13","  5","  16","  21"," 3","0.7500000","0.8611111","1.584916e-03","0.0700720242","1.515152e-02","@th3j35t3r HAHA, that 2nd date is here lol _Ù÷â","lol","adjoint","anglais","indefini","anglais","anglais","non","iPad, Twitter","  4513","  209","  204","Canada","Nouveau-Brunswick","Dieppe","-5","Shari"
"438","Chad_Green","8.732691e-05","1097"," 4","  9"," 13","  5","  16","  21"," 3","0.7500000","0.8611111","1.584916e-03","0.0700720242","1.515152e-02","@TrafficNB @CuriousCanadian Most of Dieppe is black but not all of Moncton ... Tim's on Elmwood is fricken busy lol _Ù÷â","lol","adjoint","anglais","indefini","anglais","anglais","non","iPad, Twitter","  4528","  211","  203","Canada","Nouveau-Brunswick","Dieppe","-5","Shari"
"439","Chad_Green","8.732691e-05","1097"," 4","  9"," 13","  5","  16","  21"," 3","0.7500000","0.8611111","1.584916e-03","0.0700720242","1.515152e-02","@SEEimage I will when we have power again ... way too dark right now lol","lol","adjoint","anglais","indefini","anglais","anglais","non","iPad, Twitter","  4528","  211","  203","Canada","Nouveau-Brunswick","Dieppe","-5","Shari"
